run_id,output_dir,is_baseline,voxel_size,min_points_per_voxel,shape_exponent,axis_scale_quantile,ranking_mode,analyzed_voxels,interesting_top_k,average_gaussian_center_advantage,average_shell_center_penalty,average_morphology_filter_penalty,corner_minus_planar_topk,label_corner_like_count,label_corner_like_fraction,label_linear_count,label_linear_fraction,label_planar_count,label_planar_fraction,label_volumetric_count,label_volumetric_fraction,topk_corner_like_count,topk_corner_like_fraction,topk_linear_count,topk_linear_fraction,topk_planar_count,topk_planar_fraction,topk_volumetric_count,topk_volumetric_fraction
vs_1__mp_20__se_1__aq_0p85__mode_score_only,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1__mp_20__se_1__aq_0p85__mode_score_only,False,1.0,20,1.0,0.85,score_only,652,200,-40.792561,3.067519,0.0,-114,33,0.05061349693251534,200,0.3067484662576687,413,0.6334355828220859,6,0.009202453987730062,30,0.15,20,0.1,144,0.72,6,0.03
vs_1__mp_20__se_1__aq_0p85__mode_corner_priority,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1__mp_20__se_1__aq_0p85__mode_corner_priority,False,1.0,20,1.0,0.85,corner_priority,652,200,-40.792561,3.067519,1.150131,-105,33,0.05061349693251534,200,0.3067484662576687,413,0.6334355828220859,6,0.009202453987730062,32,0.16,25,0.125,137,0.685,6,0.03
vs_1__mp_20__se_1__aq_0p85__mode_nonplanar_priority,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1__mp_20__se_1__aq_0p85__mode_nonplanar_priority,False,1.0,20,1.0,0.85,nonplanar_priority,652,200,-40.792561,3.067519,2.300262,-103,33,0.05061349693251534,200,0.3067484662576687,413,0.6334355828220859,6,0.009202453987730062,32,0.16,27,0.135,135,0.675,6,0.03
vs_1__mp_20__se_1__aq_0p95__mode_score_only,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1__mp_20__se_1__aq_0p95__mode_score_only,False,1.0,20,1.0,0.95,score_only,652,200,-40.792561,2.899304,0.0,-113,33,0.05061349693251534,200,0.3067484662576687,413,0.6334355828220859,6,0.009202453987730062,30,0.15,21,0.105,143,0.715,6,0.03
vs_1__mp_20__se_1__aq_0p95__mode_corner_priority,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1__mp_20__se_1__aq_0p95__mode_corner_priority,False,1.0,20,1.0,0.95,corner_priority,652,200,-40.792561,2.899304,1.150131,-106,33,0.05061349693251534,200,0.3067484662576687,413,0.6334355828220859,6,0.009202453987730062,32,0.16,24,0.12,138,0.69,6,0.03
vs_1__mp_20__se_1__aq_0p95__mode_nonplanar_priority,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1__mp_20__se_1__aq_0p95__mode_nonplanar_priority,False,1.0,20,1.0,0.95,nonplanar_priority,652,200,-40.792561,2.899304,2.300262,-105,33,0.05061349693251534,200,0.3067484662576687,413,0.6334355828220859,6,0.009202453987730062,32,0.16,25,0.125,137,0.685,6,0.03
vs_1__mp_20__se_1p4__aq_0p85__mode_score_only,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1__mp_20__se_1p4__aq_0p85__mode_score_only,False,1.0,20,1.4,0.85,score_only,652,200,-40.792561,2.831214,0.0,-115,33,0.05061349693251534,200,0.3067484662576687,413,0.6334355828220859,6,0.009202453987730062,30,0.15,19,0.095,145,0.725,6,0.03
vs_1__mp_20__se_1p4__aq_0p85__mode_corner_priority,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1__mp_20__se_1p4__aq_0p85__mode_corner_priority,False,1.0,20,1.4,0.85,corner_priority,652,200,-40.792561,2.831214,1.150131,-105,33,0.05061349693251534,200,0.3067484662576687,413,0.6334355828220859,6,0.009202453987730062,32,0.16,25,0.125,137,0.685,6,0.03
vs_1__mp_20__se_1p4__aq_0p85__mode_nonplanar_priority,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1__mp_20__se_1p4__aq_0p85__mode_nonplanar_priority,False,1.0,20,1.4,0.85,nonplanar_priority,652,200,-40.792561,2.831214,2.300262,-104,33,0.05061349693251534,200,0.3067484662576687,413,0.6334355828220859,6,0.009202453987730062,32,0.16,26,0.13,136,0.68,6,0.03
vs_1__mp_20__se_1p4__aq_0p95__mode_score_only,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1__mp_20__se_1p4__aq_0p95__mode_score_only,False,1.0,20,1.4,0.95,score_only,652,200,-40.792561,2.655623,0.0,-115,33,0.05061349693251534,200,0.3067484662576687,413,0.6334355828220859,6,0.009202453987730062,30,0.15,19,0.095,145,0.725,6,0.03
vs_1__mp_20__se_1p4__aq_0p95__mode_corner_priority,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1__mp_20__se_1p4__aq_0p95__mode_corner_priority,False,1.0,20,1.4,0.95,corner_priority,652,200,-40.792561,2.655623,1.150131,-107,33,0.05061349693251534,200,0.3067484662576687,413,0.6334355828220859,6,0.009202453987730062,32,0.16,23,0.115,139,0.695,6,0.03
vs_1__mp_20__se_1p4__aq_0p95__mode_nonplanar_priority,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1__mp_20__se_1p4__aq_0p95__mode_nonplanar_priority,False,1.0,20,1.4,0.95,nonplanar_priority,652,200,-40.792561,2.655623,2.300262,-105,33,0.05061349693251534,200,0.3067484662576687,413,0.6334355828220859,6,0.009202453987730062,32,0.16,25,0.125,137,0.685,6,0.03
vs_1p2__mp_15__se_1__aq_0p85__mode_score_only,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1p2__mp_15__se_1__aq_0p85__mode_score_only,False,1.2,15,1.0,0.85,score_only,594,200,-83.218272,4.800583,0.0,-121,31,0.05218855218855219,195,0.3282828282828283,367,0.6178451178451179,1,0.0016835016835016834,25,0.125,28,0.14,146,0.73,1,0.005
vs_1p2__mp_15__se_1__aq_0p85__mode_corner_priority,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1p2__mp_15__se_1__aq_0p85__mode_corner_priority,False,1.2,15,1.0,0.85,corner_priority,594,200,-83.218272,4.800583,1.134252,-115,31,0.05218855218855219,195,0.3282828282828283,367,0.6178451178451179,1,0.0016835016835016834,27,0.135,30,0.15,142,0.71,1,0.005
vs_1p2__mp_15__se_1__aq_0p85__mode_nonplanar_priority,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1p2__mp_15__se_1__aq_0p85__mode_nonplanar_priority,False,1.2,15,1.0,0.85,nonplanar_priority,594,200,-83.218272,4.800583,2.268504,-114,31,0.05218855218855219,195,0.3282828282828283,367,0.6178451178451179,1,0.0016835016835016834,27,0.135,31,0.155,141,0.705,1,0.005
vs_1p2__mp_15__se_1__aq_0p95__mode_score_only,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1p2__mp_15__se_1__aq_0p95__mode_score_only,False,1.2,15,1.0,0.95,score_only,594,200,-83.218272,4.5553,0.0,-123,31,0.05218855218855219,195,0.3282828282828283,367,0.6178451178451179,1,0.0016835016835016834,25,0.125,26,0.13,148,0.74,1,0.005
vs_1p2__mp_15__se_1__aq_0p95__mode_corner_priority,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1p2__mp_15__se_1__aq_0p95__mode_corner_priority,False,1.2,15,1.0,0.95,corner_priority,594,200,-83.218272,4.5553,1.134252,-116,31,0.05218855218855219,195,0.3282828282828283,367,0.6178451178451179,1,0.0016835016835016834,27,0.135,29,0.145,143,0.715,1,0.005
vs_1p2__mp_15__se_1__aq_0p95__mode_nonplanar_priority,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1p2__mp_15__se_1__aq_0p95__mode_nonplanar_priority,False,1.2,15,1.0,0.95,nonplanar_priority,594,200,-83.218272,4.5553,2.268504,-114,31,0.05218855218855219,195,0.3282828282828283,367,0.6178451178451179,1,0.0016835016835016834,27,0.135,31,0.155,141,0.705,1,0.005
vs_1p2__mp_15__se_1p4__aq_0p85__mode_score_only,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1p2__mp_15__se_1p4__aq_0p85__mode_score_only,False,1.2,15,1.4,0.85,score_only,594,200,-83.218272,4.378192,0.0,-122,31,0.05218855218855219,195,0.3282828282828283,367,0.6178451178451179,1,0.0016835016835016834,25,0.125,27,0.135,147,0.735,1,0.005
vs_1p2__mp_15__se_1p4__aq_0p85__mode_corner_priority,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1p2__mp_15__se_1p4__aq_0p85__mode_corner_priority,False,1.2,15,1.4,0.85,corner_priority,594,200,-83.218272,4.378192,1.134252,-116,31,0.05218855218855219,195,0.3282828282828283,367,0.6178451178451179,1,0.0016835016835016834,27,0.135,29,0.145,143,0.715,1,0.005
vs_1p2__mp_15__se_1p4__aq_0p85__mode_nonplanar_priority,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1p2__mp_15__se_1p4__aq_0p85__mode_nonplanar_priority,False,1.2,15,1.4,0.85,nonplanar_priority,594,200,-83.218272,4.378192,2.268504,-115,31,0.05218855218855219,195,0.3282828282828283,367,0.6178451178451179,1,0.0016835016835016834,27,0.135,30,0.15,142,0.71,1,0.005
vs_1p2__mp_15__se_1p4__aq_0p95__mode_score_only,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1p2__mp_15__se_1p4__aq_0p95__mode_score_only,False,1.2,15,1.4,0.95,score_only,594,200,-83.218272,4.145183,0.0,-123,31,0.05218855218855219,195,0.3282828282828283,367,0.6178451178451179,1,0.0016835016835016834,25,0.125,26,0.13,148,0.74,1,0.005
vs_1p2__mp_15__se_1p4__aq_0p95__mode_corner_priority,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1p2__mp_15__se_1p4__aq_0p95__mode_corner_priority,False,1.2,15,1.4,0.95,corner_priority,594,200,-83.218272,4.145183,1.134252,-116,31,0.05218855218855219,195,0.3282828282828283,367,0.6178451178451179,1,0.0016835016835016834,27,0.135,29,0.145,143,0.715,1,0.005
vs_1p2__mp_15__se_1p4__aq_0p95__mode_nonplanar_priority,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1p2__mp_15__se_1p4__aq_0p95__mode_nonplanar_priority,False,1.2,15,1.4,0.95,nonplanar_priority,594,200,-83.218272,4.145183,2.268504,-116,31,0.05218855218855219,195,0.3282828282828283,367,0.6178451178451179,1,0.0016835016835016834,27,0.135,29,0.145,143,0.715,1,0.005
vs_1p2__mp_20__se_1__aq_0p85__mode_score_only,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1p2__mp_20__se_1__aq_0p85__mode_score_only,False,1.2,20,1.0,0.85,score_only,516,200,-75.410753,4.294903,0.0,-120,30,0.05813953488372093,137,0.2655038759689923,348,0.6744186046511628,1,0.001937984496124031,26,0.13,27,0.135,146,0.73,1,0.005
vs_1p2__mp_20__se_1__aq_0p85__mode_corner_priority,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1p2__mp_20__se_1__aq_0p85__mode_corner_priority,False,1.2,20,1.0,0.85,corner_priority,516,200,-75.410753,4.294903,1.161387,-116,30,0.05813953488372093,137,0.2655038759689923,348,0.6744186046511628,1,0.001937984496124031,27,0.135,29,0.145,143,0.715,1,0.005
vs_1p2__mp_20__se_1__aq_0p85__mode_nonplanar_priority,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1p2__mp_20__se_1__aq_0p85__mode_nonplanar_priority,False,1.2,20,1.0,0.85,nonplanar_priority,516,200,-75.410753,4.294903,2.322774,-115,30,0.05813953488372093,137,0.2655038759689923,348,0.6744186046511628,1,0.001937984496124031,27,0.135,30,0.15,142,0.71,1,0.005
vs_1p2__mp_20__se_1__aq_0p95__mode_score_only,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1p2__mp_20__se_1__aq_0p95__mode_score_only,False,1.2,20,1.0,0.95,score_only,516,200,-75.410753,4.101089,0.0,-121,30,0.05813953488372093,137,0.2655038759689923,348,0.6744186046511628,1,0.001937984496124031,26,0.13,26,0.13,147,0.735,1,0.005
vs_1p2__mp_20__se_1__aq_0p95__mode_corner_priority,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1p2__mp_20__se_1__aq_0p95__mode_corner_priority,False,1.2,20,1.0,0.95,corner_priority,516,200,-75.410753,4.101089,1.161387,-116,30,0.05813953488372093,137,0.2655038759689923,348,0.6744186046511628,1,0.001937984496124031,27,0.135,29,0.145,143,0.715,1,0.005
vs_1p2__mp_20__se_1__aq_0p95__mode_nonplanar_priority,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1p2__mp_20__se_1__aq_0p95__mode_nonplanar_priority,False,1.2,20,1.0,0.95,nonplanar_priority,516,200,-75.410753,4.101089,2.322774,-116,30,0.05813953488372093,137,0.2655038759689923,348,0.6744186046511628,1,0.001937984496124031,27,0.135,29,0.145,143,0.715,1,0.005
vs_1p2__mp_20__se_1p4__aq_0p85__mode_score_only,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1p2__mp_20__se_1p4__aq_0p85__mode_score_only,False,1.2,20,1.4,0.85,score_only,516,200,-75.410753,4.00021,0.0,-121,30,0.05813953488372093,137,0.2655038759689923,348,0.6744186046511628,1,0.001937984496124031,26,0.13,26,0.13,147,0.735,1,0.005
vs_1p2__mp_20__se_1p4__aq_0p85__mode_corner_priority,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1p2__mp_20__se_1p4__aq_0p85__mode_corner_priority,False,1.2,20,1.4,0.85,corner_priority,516,200,-75.410753,4.00021,1.161387,-117,30,0.05813953488372093,137,0.2655038759689923,348,0.6744186046511628,1,0.001937984496124031,27,0.135,28,0.14,144,0.72,1,0.005
vs_1p2__mp_20__se_1p4__aq_0p85__mode_nonplanar_priority,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1p2__mp_20__se_1p4__aq_0p85__mode_nonplanar_priority,False,1.2,20,1.4,0.85,nonplanar_priority,516,200,-75.410753,4.00021,2.322774,-116,30,0.05813953488372093,137,0.2655038759689923,348,0.6744186046511628,1,0.001937984496124031,27,0.135,29,0.145,143,0.715,1,0.005
vs_1p2__mp_20__se_1p4__aq_0p95__mode_score_only,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1p2__mp_20__se_1p4__aq_0p95__mode_score_only,False,1.2,20,1.4,0.95,score_only,516,200,-75.410753,3.806477,0.0,-123,30,0.05813953488372093,137,0.2655038759689923,348,0.6744186046511628,1,0.001937984496124031,25,0.125,26,0.13,148,0.74,1,0.005
vs_1p2__mp_20__se_1p4__aq_0p95__mode_corner_priority,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1p2__mp_20__se_1p4__aq_0p95__mode_corner_priority,False,1.2,20,1.4,0.95,corner_priority,516,200,-75.410753,3.806477,1.161387,-117,30,0.05813953488372093,137,0.2655038759689923,348,0.6744186046511628,1,0.001937984496124031,27,0.135,28,0.14,144,0.72,1,0.005
vs_1p2__mp_20__se_1p4__aq_0p95__mode_nonplanar_priority,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1p2__mp_20__se_1p4__aq_0p95__mode_nonplanar_priority,False,1.2,20,1.4,0.95,nonplanar_priority,516,200,-75.410753,3.806477,2.322774,-116,30,0.05813953488372093,137,0.2655038759689923,348,0.6744186046511628,1,0.001937984496124031,27,0.135,29,0.145,143,0.715,1,0.005
vs_1__mp_20__se_1p2__aq_0p9__mode_score_only,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1__mp_20__se_1p2__aq_0p9__mode_score_only,True,1.0,20,1.2,0.9,score_only,652,200,-40.792561,2.853923,0.0,-114,33,0.05061349693251534,200,0.3067484662576687,413,0.6334355828220859,6,0.009202453987730062,30,0.15,20,0.1,144,0.72,6,0.03
vs_1__mp_20__se_1p2__aq_0p9__mode_corner_priority,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1__mp_20__se_1p2__aq_0p9__mode_corner_priority,True,1.0,20,1.2,0.9,corner_priority,652,200,-40.792561,2.853923,1.150131,-105,33,0.05061349693251534,200,0.3067484662576687,413,0.6334355828220859,6,0.009202453987730062,32,0.16,25,0.125,137,0.685,6,0.03
vs_1__mp_20__se_1p2__aq_0p9__mode_nonplanar_priority,/home/chani/personal/CVRL_SLAM_Docker/GES-Voxel-Docker/results/parameter_sweep/runs/vs_1__mp_20__se_1p2__aq_0p9__mode_nonplanar_priority,True,1.0,20,1.2,0.9,nonplanar_priority,652,200,-40.792561,2.853923,2.300262,-105,33,0.05061349693251534,200,0.3067484662576687,413,0.6334355828220859,6,0.009202453987730062,32,0.16,25,0.125,137,0.685,6,0.03
